Index,Semester,Type,Course,Pre-Post,SI1,SI2,SI3,SI4,SI5,Science_ID_AVE,CM1,CM2,CM3,CM4,CM5,Career_Mot_AVE,IM1,IM2,IM3,IM4,IM5,Intrinsic_Mot_AVE,SD1,SD2,SD3,SD4,SD5,SelfDetermition_AVE,SE1,SE2,SE3,SE4,SE5,SelfEfficacy_AVE,GM1,GM2,GM3,GM4,GM5,Grade_Mot_AVE,Overall_SCI_MOT,Sci_Comp1,Sci_Comp2,Sci_Comp3,Sci_Comp4,Sci_Competancy_Ave,Per_Comm_Orient1,Per_Comm_Orient2,Per_Comm_Orient3,Per_Comm_Orient4,Persol_Comm_Orient_AVE,Sci_Comm_Orient1,Sci_Comm_Orient2,Sci_Comm_Orient3,Sci_Comm_Orient4,Sci_Comm_Orient_AVE,Resilience1,Resilience2,Resilience3,Resilience4,Resilience_AVE,Major,Career,Gender,Ethnicity,ParentsGradCollege,Dependents,Med-Condition,Med-Condition_Dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Fall 2021,Major,BIOL1610,Pre,5,4,4,4,4,4.2,5,5,5,4,4,4.6,5,4,5,5,5,4.8,5,5,4,4,3,4.2,4,5,4,5,5,4.6,5,5,5,5,5,5,4.64,4,3,3,5,3.75,5,6,6,6,5.75,4,5,5,5,4.75,,,,,,11,4,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Fall 2021,Major,BIOL1610,Pre,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.8,5,5,5,5,5,6,5,5,5,5.25,5,5,4,3,4.25,,,,,,1,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Spring 2022,Non-Major,BIOL1010,Pre,4,5,5,4,3,4.2,4,5,5,5,5,4.8,5,5,3,5,5,4.6,4,4,4,4,3,3.8,4,5,4,5,5,4.6,4,4,3,4,3,3.6,4.28,4,4,4,4,4,5,3,5,4,4.25,5,6,6,4,5.25,,,,,,8,7,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Fall 2021,Non-Major,BIOL1010,Pre,3,3,2,1,2,2.2,4,4,4,5,3,4,5,5,3,4,5,4.4,3,3,4,3,4,3.4,4,2,3,4,4,3.4,3,3,4,3,5,3.6,3.76,3,4,2,4,3.25,6,4,5,4,4.75,6,7,6,7,6.5,,,,,,3,3,1,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Fall 2021,Major,BIOL1610,Pre,5,4,4,3,3,3.8,5,5,5,5,5,5,5,5,4,5,5,4.8,5,4,4,4,4,4.2,4,5,4,4,4,4.2,5,5,5,5,4,4.8,4.6,3,,3,1,2.333333333,6,4,5,5,5,6,6,6,5,5.75,,,,,,1,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Fall 2021,Major,BIOL1610,Pre,4,4,4,4,4,4,1,1,1,1,2,1.2,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,4,4.6,3.96,2,3,3,2,2.5,6,6,6,6,6,6,6,6,6,6,,,,,,10,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Spring 2022,Non-Major,BIOL1010,Pre,2,5,3,4,3,3.4,4,4,4,5,3,4,5,5,4,4,5,4.6,1,2,4,4,3,2.8,4,3,3,4,5,3.8,2,2,2,2,2,2,3.44,4,4,2,3,3.25,4,2,3,3,3,4,6,5,4,4.75,,,,,,3,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Fall 2021,Major,BIOL1610,Pre,3,3,3,3,3,3,5,5,5,4,4,4.6,4,4,4,3,4,3.8,4,4,4,3,4,3.8,4,5,4,3,4,4,5,5,5,5,5,5,4.24,2,2,2,3,2.25,5,5,6,6,5.5,5,5,5,5,5,,,,,,1,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Fall 2021,Major,BIOL1610,Pre,5,5,4,4,3,4.2,1,1,1,1,1,1,5,5,5,4,4,4.6,4,4,4,4,4,4,4,5,4,5,5,4.6,5,5,5,5,5,5,3.84,4,3,3,4,3.5,5,5,5,5,5,5,5,5,5,5,,,,,,1,1,1,11,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Fall 2021,Major,BIOL1610,Pre,3,4,4,4,3,3.6,2,1,2,1,2,1.6,1,1,2,3,2,1.8,2,2,2,2,2,2,4,5,4,5,5,4.6,4,2,4,4,4,3.6,2.72,4,3,2,2,2.75,1,2,1,2,1.5,2,4,4,4,3.5,,,,,,9,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Fall 2021,Major,BIOL1610,Pre,5,5,4,4,4,4.4,5,5,5,5,5,5,5,5,4,5,5,4.8,5,5,4,4,5,4.6,5,5,5,4,5,4.8,5,5,5,5,3,4.6,4.76,5,4,3,5,4.25,6,5,6,6,5.75,5,6,6,6,5.75,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Fall 2021,Major,BIOL1610,Pre,2,4,4,4,4,3.6,5,5,5,5,5,5,4,4,5,5,4,4.4,5,5,5,5,5,5,4,5,5,5,5,4.8,5,5,5,5,5,5,4.84,2,2,2,1,1.75,5,6,6,6,5.75,6,6,6,6,6,,,,,,10,12,6,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Summer 2021,Major,BIOL1610,Pre,4,4,3,4,3,3.6,5,5,5,5,,5,4,4,4,4,5,4.2,4,5,4,4,4,4.2,4,5,5,5,5,4.8,5,5,5,5,4,4.8,4.6,4,5,3,4,4,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4.75,1,5,6,10,No,4,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Fall 2021,Major,BIOL1610,Pre,3,3,5,3,3,3.4,4,5,4,5,5,4.6,5,4,5,5,5,4.8,5,4,5,5,3,4.4,4,5,4,5,5,4.6,5,4,4,5,3,4.2,4.52,4,3,3,5,3.75,6,6,6,6,6,5,5,5,5,5,,,,,,10,12,1,12,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Fall 2021,Non-Major,BIOL1010,Pre,2,3,2,2,3,2.4,2,2,2,2,3,2.2,4,4,3,3,4,3.6,2,4,4,2,2,2.8,4,4,4,3,5,4,4,4,4,4,3,3.8,3.28,3,2,2,2,2.25,6,6,6,6,6,6,7,7,7,6.75,,,,,,11,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Spring 2022,Non-Major,BIOL1010,Pre,3,4,4,3,3,3.4,4,4,4,4,4,4,4,5,4,4,5,4.4,5,4,4,4,4,4.2,4,4,4,4,4,4,4,4,4,4,4,4,4.12,4,5,5,5,4.75,7,7,7,7,7,7,7,7,7,7,,,,,,5,12,6,10,No,0,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Spring 2022,Non-Major,BIOL1010,Pre,2,3,1,4,3,2.6,4,4,3,4,3,3.6,4,3,4,3,3,3.4,4,4,3,3,4,3.6,2,3,2,3,3,2.6,5,4,5,5,3,4.4,3.52,4,4,3,3,3.5,6,5,6,6,5.75,6,4,4,4,4.5,,,,,,11,9,1,"7,9",No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Fall 2021,Major,BIOL1610,Pre,4,3,4,3,4,3.6,5,5,5,5,5,5,4,4,2,2,2,2.8,4,4,3,3,3,3.4,4,5,4,4,4,4.2,5,5,5,5,4,4.8,4.04,3,1,1,1,1.5,4,4,6,6,5,4,3,2,3,3,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Fall 2021,Major,BIOL1610,Pre,3,4,3,4,3,3.4,5,5,5,4,5,4.8,4,5,3,3,4,3.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.72,4,4,5,5,4.5,6,6,6,6,6,5,5,5,5,5,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Spring 2022,Non-Major,BIOL1010,Pre,3,2,2,2,3,2.4,3,2,3,4,2,2.8,4,4,3,4,4,3.8,4,4,4,3,4,3.8,5,5,4,4,4,4.4,5,3,5,5,5,4.6,3.88,2,2,2,3,2.25,6,6,6,6,6,5,6,5,5,5.25,,,,,,11,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Summer 2021,Major,BIOL1610,Pre,4,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.4,4,5,4,5,4,4.4,5,5,5,5,2,4.4,4.64,3,4,4,5,4,5,6,6,6,5.75,6,5,6,6,5.75,5,5,4,4,4.5,10,1,1,10,No,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Fall 2021,Major,BIOL1610,Pre,4,2,2,3,3,2.8,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4.4,4,5,4,5,5,4.6,5,5,5,5,4,4.8,4.76,4,2,4,5,3.75,6,5,6,5,5.5,6,5,5,4,5,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Fall 2021,Major,BIOL1610,Pre,4,4,2,3,3,3.2,4,4,4,4,4,4,3,3,3,3,4,3.2,4,4,5,4,4,4.2,4,4,4,4,4,4,5,5,5,5,5,5,4.08,2,2,2,4,2.5,5,5,5,5,5,4,3,3,3,3.25,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Fall 2021,Major,BIOL1610,Pre,3,4,2,3,3,3,1,1,1,1,1,1,5,5,5,3,4,4.4,2,2,3,2,2,2.2,4,4,2,4,4,3.6,4,4,4,4,3,3.8,3,2,1,3,3,2.25,4,5,6,6,5.25,3,6,6,6,5.25,,,,,,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Summer 2021,Major,BIOL1610,Pre,3,2,1,2,2,2,5,5,5,5,5,5,5,5,4,4,4,4.4,5,5,5,4,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.84,4,2,2,2,2.5,4,6,6,6,5.5,5,5,5,5,5,3,5,5,3,4,10,5,6,10,No,4,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Fall 2021,Major,BIOL1610,Pre,3,3,3,3,3,3,2,2,2,3,3,2.4,4,4,4,3,3,3.6,4,5,4,4,4,4.2,5,5,4,5,5,4.8,5,5,5,5,4,4.8,3.96,4,4,4,3,3.75,4,6,6,6,5.5,6,6,6,6,6,,,,,,1,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Fall 2021,Major,BIOL1610,Pre,2,3,2,3,3,2.6,1,1,1,1,1,1,4,3,4,3,3,3.4,4,4,3,3,3,3.4,5,5,5,5,5,5,5,5,5,5,5,5,3.56,3,2,2,2,2.25,6,6,6,6,6,6,6,6,6,6,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Fall 2021,Non-Major,BIOL1010,Pre,3,4,3,3,3,3.2,4,4,4,5,4,4.2,4,4,2,3,4,3.4,3,3,3,2,2,2.6,5,5,5,5,4,4.8,4,5,4,4,4,4.2,3.84,4,4,3,4,3.75,5,6,6,7,6,6,7,6,5,6,,,,,,9,10,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Fall 2021,Non-Major,BIOL1010,Pre,2,2,4,2,4,2.8,4,4,4,5,4,4.2,4,4,5,4,4,4.2,4,4,4,4,4,4,4,5,4,4,4,4.2,5,5,5,5,4,4.8,4.28,2,1,4,4,2.75,6,6,7,6,6.25,6,6,6,6,6,,,,,,11,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Fall 2021,Major,BIOL1610,Pre,3,3,2,1,2,2.2,4,4,4,3,4,3.8,4,4,3,3,4,3.6,3,3,3,2,3,2.8,4,5,4,4,4,4.2,5,5,5,5,3,4.6,3.8,3,2,2,2,2.25,5,6,6,6,5.75,4,4,3,3,3.5,,,,,,10,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Spring 2022,Non-Major,BIOL1010,Pre,3,2,2,2,3,2.4,4,5,5,4,5,4.6,4,4,4,3,4,3.8,4,4,3,3,3,3.4,3,4,2,4,4,3.4,3,4,4,5,2,3.6,3.76,2,2,2,3,2.25,5,5,6,5,5.25,5,6,4,4,4.75,,,,,,9,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Fall 2021,Major,BIOL1610,Pre,4,4,5,4,4,4.2,5,5,5,4,5,4.8,5,5,5,5,5,5,4,4,4,3,4,3.8,4,4,4,4,5,4.2,5,5,5,5,5,5,4.56,3,3,4,4,3.5,5,5,5,6,5.25,5,6,6,6,5.75,,,,,,1,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Fall 2021,Major,BIOL1610,Pre,5,4,4,4,5,4.4,5,5,5,5,4,4.8,5,5,4,4,5,4.6,2,2,2,2,2,2,4,5,4,5,5,4.6,4,4,5,5,5,4.6,4.12,4,1,4,4,3.25,4,5,6,5,5,2,4,5,4,3.75,,,,,,1,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Fall 2021,Major,BIOL1610,Pre,4,3,2,2,3,2.8,5,5,4,4,5,4.6,4,5,2,4,4,3.8,4,2,4,3,2,3,5,5,5,5,5,5,5,5,5,5,4,4.8,4.24,3,4,4,3,3.5,5,5,6,6,5.5,6,5,5,5,5.25,,,,,,1,4,1,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Fall 2021,Non-Major,BIOL1010,Pre,3,2,3,1,2,2.2,4,4,4,5,5,4.4,5,5,5,5,4,4.8,3,3,4,3,3,3.2,3,4,3,4,5,3.8,4,4,4,4,3,3.8,4,3,3,3,4,3.25,6,6,7,6,6.25,6,6,6,7,6.25,,,,,,10,12,1,7,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Fall 2021,Major,BIOL1610,Pre,2,4,2,3,3,2.8,5,5,5,5,5,5,4,4,5,4,3,4,4,4,4,3,4,3.8,4,4,4,5,3,4,5,5,5,5,3,4.6,4.28,2,4,4,4,3.5,6,6,6,6,6,6,6,6,6,6,,,,,,11,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Fall 2021,Non-Major,BIOL1010,Pre,,,,,,,3,3,3,3,4,3.2,3,4,3,5,2,3.4,2,3,3,1,3,2.4,3,1,2,5,1,2.4,5,3,5,5,3,4.2,3.12,10,8,8,7,8.25,6,7,7,7,6.75,7,7,7,7,7,,,,,,9,12,6,7,No,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Fall 2021,Major,BIOL1610,Pre,4,4,3,4,4,3.8,2,1,2,1,1,1.4,2,1,2,2,2,1.8,2,2,2,2,2,2,2,1,1,1,1,1.2,1,1,1,1,3,1.4,1.56,3,3,3,4,3.25,5,4,5,6,5,4,4,4,4,4,,,,,,10,4,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Fall 2021,Major,BIOL1610,Pre,3,3,2,2,2,2.4,5,5,4,5,5,4.8,4,4,4,4,4,4,2,2,2,2,2,2,2,4,3,4,4,3.4,4,4,3,4,3,3.6,3.56,4,4,4,2,3.5,5,6,6,5,5.5,4,5,6,5,5,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Fall 2021,Non-Major,BIOL1010,Pre,4,4,4,1,3,3.2,4,4,3,4,4,3.8,4,4,4,4,4,4,3,3,3,4,3,3.2,4,3,4,4,4,3.8,4,4,4,5,5,4.4,3.84,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,11,5,1,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Spring 2022,Non-Major,BIOL1010,Pre,3,4,3,4,3,3.4,3,4,4,3,2,3.2,4,5,5,4,4,4.4,4,4,5,4,5,4.4,4,5,4,4,5,4.4,4,5,5,4,4,4.4,4.16,3,4,4,4,3.75,5,6,5,5,5.25,5,6,5,5,5.25,,,,,,11,12,1,7,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Fall 2021,Major,BIOL1610,Pre,2,2,1,1,2,1.6,3,4,4,5,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,5,4,5,5,4.6,5,5,5,5,4,4.8,4.28,3,2,2,3,2.5,5,6,6,6,5.75,5,6,6,5,5.5,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Fall 2021,Major,BIOL1610,Pre,4,4,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4,4,4,4,4,4,5,5,5,5,3,4.6,4.68,3,2,2,2,2.25,5,5,5,5,5,6,6,6,6,6,,,,,,1,1,6,10,No,0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Spring 2022,Non-Major,BIOL1010,Pre,4,4,3,4,3,3.6,2,2,3,2,4,2.6,4,3,4,3,3,3.4,4,4,3,4,4,3.8,3,5,3,2,4,3.4,4,3,4,3,4,3.6,3.36,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Fall 2021,Major,BIOL1610,Pre,4,4,3,3,3,3.4,1,1,1,1,1,1,5,4,4,4,4,4.2,4,5,5,5,5,4.8,4,5,5,5,5,4.8,5,5,5,5,4,4.8,3.92,4,4,4,4,4,4,5,6,5,5,5,6,6,6,5.75,,,,,,1,5,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Fall 2021,Non-Major,BIOL1010,Pre,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,3.8,3,4,4,3,4,3.6,2,3,2,3,4,2.8,5,5,5,5,4,4.8,3.4,3,3,2,4,3,7,7,7,7,7,6,6,5,6,5.75,,,,,,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Fall 2021,Major,BIOL1610,Pre,2,3,2,3,3,2.6,4,4,4,4,4,4,4,4,4,4,3,3.8,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4.36,3,4,4,4,3.75,5,5,5,6,5.25,5,6,6,6,5.75,,,,,,10,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
